Type,Assignee,Created,Created Epoch,Description,Comments
Sub-task,Jonas B. Lim,2007-06-25T10:27:16+0000,1182767236,,I don't believe table layout "auto" is implemented in FOP since it seems to only support table-layout="fixed". We can probably hack a work around by modifying our xsl - we can discover all the things a fixed-layout table needs before creating the FO elements. I guess longer term  we may wish to customize the widths of tables on specific pages. e.g. in the pom we could maybe do something like (am using a properties file notation here  but we could use XML if you prefer)  # this page has 2 tables 1.uri = cheese.html 1.table.1.widths = 10% 10% 80% 1.table.2.widths = 30% 80%  2.url = foo.html 3.url = bar.html   As a hacky workaround for now - how about we come up with some good defaults. Basically in all the tables in the current document  the first 1 or 2 columns are kinda small; the last column is always the big one as its the description. So how about our default table sizing is something along the lines of the last column is double the width?. Hiram's change to use princexml.com fixes this issue. 
Sub-task,Jonas B. Lim,2007-06-25T10:29:57+0000,1182767397,I think this is due to the generated HTML on the Auto-Export plugin in Confluence; its generating those little icons after a link to indicate if its external links etc. Can we shave these things off in the XSL?,fixed in revision 550810. 
Sub-task,Jonas B. Lim,2007-06-25T10:37:18+0000,1182767838,Am not sure if its easy to just configure the 'target/docbkx' directory in the maven plugins  or if we need a separate copy task,updated the maven plugin configurations to output the pdf/html to target/site/book  rev: 550722. looks like we need to copy the images too for the html version...  http://activemq.apache.org/camel/maven/camel-book/book/html/ch03.html. oops..forgot to copy the images   rev: 550767. 
Sub-task,Jonas B. Lim,2007-06-25T10:46:04+0000,1182768364,sometimes we get some strange stuff inserted into the generated docbook. e.g. the first part of book-architecture.xml contains some bogus stuff...    <title>Architecture</title>   <section>     <ulink url="http://cwiki.apache.org/CAMEL/dsl.html">Routing Domain Specific Language (DSL)</ulink>     <ulink url="http://cwiki.apache.org/CAMEL/xml-configuration.html">Xml Configuration</ulink>     <ulink url="http://cwiki.apache.org/CAMEL/routes.html">routing and mediation rules</ulink>     <ulink url="http://cwiki.apache.org/CAMEL/http://activemq.apache.org/camel/maven/camel-core/apidocs/org/apache/camel/CamelContext.html">       CamelContext       <mediaobject>         <imageobject>           <imagedata fileref="../images/linkext7.gif" depth="7" width="7"/>         </imageobject>       </mediaobject>     </ulink>     <ulink url="http://cwiki.apache.org/CAMEL/enterprise-integration-patterns.html">Enterprise Integration Patterns     </ulink>     <para>At a high level Camel consists of a     Everything between <section> and <para> looks bogus (or at least generates strangeness in the PDF). I wonder if might help if we keep the HTML that is downloaded from the site so we can see  is this a wiki issue or XSL issue etc. As right now I've no idea!,refactored a bit the output source location.  docbook source are now extracted by default to : /docbkx/docbkx-source wiki source are now extracted by default to : /docbkx/wiki-source  rev: 550675. 
Sub-task,Jonas B. Lim,2007-06-25T10:55:17+0000,1182768917,If you look at chapter 3 on Enterprise Integration Patterns; or section 5 the Pattern Appendix; there's lots of h2 usage for each collection of patterns. e.g. the first section is   "Message Systems" then "Messaging Channels" etc.  http://cwiki.apache.org/CAMEL/book-pattern-appendix.html  yet these don't seem to come out in the docbook; nor do they appear in the table of contents etc,BTW all the <h2>'s disapper in the HTML version of Pattern Appendix and the first <h2> (Messaging Systems) disappears from chapter 3 (Enterprise Integration Patterns). fixed in r552673. Am reopening; the h2 headings no longer disappear - but they don't appear in the table of contents. h2 headings are now included in the html/pdf. had to modify the source a bit before transforming it via xsl. All contents after a <h2> element are moved to <h2_section> element created inside the <h2>. If another <h2> is found the process is repeated. This is so that the contents inside a chapter can be divided by section with <h2> as the delimiter  rev: 556828. 
Sub-task,Jonas B. Lim,2007-06-25T11:05:56+0000,1182769556,It'd be great to reuse the html-to-docbook plugin on other projects like ActiveMQ and ServiceMix. While its totally cool being able to overload the XSL's on a per project basis; mostly it seems to be generic apache HTML -> DocBook stuff. So am wondering if it'd make more sense to put these XSL files into the plugin (so that they are shared among all the various projects  rather than cutting and pasting into each project).,fixed in rev: 551512  also added an optional configuration parameter <xslFile> which will handle an xsl location if a project would like to overload the default xsl. 
New Feature,James Strachan,2007-06-25T13:42:14+0000,1182778934,example endpoint to connect to the camel IRC channel: "irc://camel-irc@irc.codehaus.org/%23camel"  Component has no unit tests  and breaks when you try and do to(endpointA  endpointB).  Connections are shared between Endpoints of the same username and host.   only dep is IRClib v. 1.10  http://moepii.sourceforge.net/,Patch applied with great thanks! Will work on a unit test.... BTW I've added an integration test case...  https://svn.apache.org/repos/asf/activemq/camel/trunk/components/camel-irc/src/test/java/org/apache/camel/component/irc/IrcRouteIntegration.java  I've named it *Integration.java rather than *Test.java to differentiate from unit tests. You can run integration tests using the maven profile...  http://cwiki.apache.org/CAMEL/testing.html. 
Sub-task,Jonas B. Lim,2007-06-26T13:30:47+0000,1182864647,,Fixed at rev: 551017.. 
Sub-task,Jonas B. Lim,2007-06-27T02:52:25+0000,1182912745,images are currently not supported  in pdf output. We'll need to tweak the xsl files to support this,fixed in r552771. Some of the images look a bit odd (kinda like the black is missing) - not sure why that is. Any idea? Could it be certain types of images don't work too well (jpg v png v gif or something?). Not really sure either but it appears the pdf conversion works well with jpg format. I tried converting the images that were odd to jpg and they were rendered properly. Any chance we can convert those images in the site to jpg format ?. 
Sub-task,Jonas B. Lim,2007-06-29T13:18:02+0000,1183123082,ERROR:  'null' FATAL ERROR:  'Could not compile stylesheet' javax.xml.transform.TransformerConfigurationException: Could not compile stylesheet         at com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl.newTemplates(TransformerFactoryImpl.java:824)         at com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl.newTransformer(TransformerFactoryImpl.java:619)         at org.apache.camel.maven.GenerateDocBookMojo.process(GenerateDocBookMojo.java:221)         at org.apache.camel.maven.GenerateDocBookMojo.execute(GenerateDocBookMojo.java:160)         at org.apache.maven.plugin.DefaultPluginManager.executeMojo(DefaultPluginManager.java:420)         at org.apache.maven.lifecycle.DefaultLifecycleExecutor.executeGoals(DefaultLifecycleExecutor.java:539)         at org.apache.maven.lifecycle.DefaultLifecycleExecutor.executeGoalWithLifecycle(DefaultLifecycleExecutor.java:480)         at org.apache.maven.lifecycle.DefaultLifecycleExecutor.executeGoal(DefaultLifecycleExecutor.java:459)         at org.apache.maven.lifecycle.DefaultLifecycleExecutor.executeGoalAndHandleFailures(DefaultLifecycleExecutor.java:311)         at org.apache.maven.lifecycle.DefaultLifecycleExecutor.executeTaskSegments(DefaultLifecycleExecutor.java:278)         at org.apache.maven.lifecycle.DefaultLifecycleExecutor.execute(DefaultLifecycleExecutor.java:143)         at org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:330)         at org.apache.maven.DefaultMaven.execute(DefaultMaven.java:123)         at org.apache.maven.cli.MavenCli.main(MavenCli.java:272)         at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)         at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)         at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)         at java.lang.reflect.Method.invoke(Method.java:585)         at org.codehaus.classworlds.Launcher.launchEnhanced(Launcher.java:315)         at org.codehaus.classworlds.Launcher.launch(Launcher.java:255)         at org.codehaus.classworlds.Launcher.mainWithExitCode(Launcher.java:430)         at org.codehaus.classworlds.Launcher.main(Launcher.java:375) [INFO] [docbkx:generate-html  {execution: execution1} ] [INFO] Processing manual.xml [INFO] [docbkx:generate-pdf  {execution: execution2} ] [INFO] Processing manual.xml [INFO] Using com.icl.saxon.aelfred.SAXDriver as SAX2 Parser [INFO] building formatting object tree [INFO] setting up fonts [INFO] [1] [INFO] [2] [INFO] Parsing of document complete  stopping renderer [INFO] ------------------------------------------------------------------------ [ERROR] BUILD ERROR [INFO] ------------------------------------------------------------------------ [INFO] Failed to convert to PDF  Embedded error: file:/workspace/java/camel/tooling/camel-book/:11:2965 fo:flow must contain block-level children,The docbook plugin will need to be build first since an update was made there to move the xsl inside the plugin.  Updated the tooling project to build first the docbook plugin before the project : r552637. 
New Feature,Unassigned,2007-06-29T17:35:17+0000,1183138517,,see the documentation: http://activemq.apache.org/camel/vm.html. 
New Feature,James Strachan,2007-07-02T11:19:31+0000,1183375171,,See the documentation here: http://cwiki.apache.org/CAMEL/event.html. 
New Feature,James Strachan,2007-07-02T14:46:03+0000,1183387563,,See here for more details: http://cwiki.apache.org/CAMEL/file.html. 
Improvement,James Strachan,2007-07-02T14:59:36+0000,1183388376,,file locking now enabled by default for the duration of the processor. I just test this lock feature in the windows box by run the unit test of file endpoint in the trunk.  I found the RenameFileStrategy will not rename the file successfully when the old file is locked. So I think we can get find some way to do this file's lock job by a logic lock or do some thing to walk around.. Just checking I understand what you're staying corectly. You're saying that the rename doesn't work if the RenameFileStrategy grabs the lock first on the old file? Or is it if some other process has that lock?. yes  the file which handled by RenameFileStrategy will be locked by RenameFileStrategy first. It looks FileEndpoint will set the strategy to lock the file first .. BTW I've added an exception throwing to the RenameFileStrategy if the rename doens't work.  I think going forward we need to introduce a separate lock file (with the file name based on the name of the original. e.g. for a file foo/bar.txt we use foo/bar.text.lock as the lock file); then we lock that first; once the file is locked we can then move / delete the original. James  I just changed some code of the FileStategySupport as you mentioned  and tested it against the last code. I will attach the patch for it . Please have a look at it.. I tested this patch in windows  please verify it in others box.. Patch applied with thanks - rev 558732. Many thanks!. 
